sum.taxonomy,K0611_M8,K0613_E4,K0616_A1,K0754_E4,K0754_L7,K0755_B2,K0755_E4,K0756_A1,K0756_B2,K0756_C3,K0756_M8,K0757_G5,K0759_L7,K0759_M8,K0760_T9,K0772_T9,K0773_K6,K0773_L7,K0774_K6,K0774_T9,K0775_B2,K0775_C3,K0775_G5,K0775_M8,K0777_L7,K0778_B2,K0779_B2,K0779_L7,K0779_M8,K0779_T9,K0780_G5,K0780_K6,K0833_B2,K0833_C3,K0833_E4,K0834_G5,K0835_K6,K0835_T9,K0836_E4,K0837_E4,K0838_C3,K0838_L7,K0838_T9,K0839_A1,K0839_L7,K0840_C3,K0613_L7,K0776_T9
Eukaryota;Chlorophyta;Chlorophyceae;NA;NA;Jenufa;Jenufa minuta,0,0,0,1,0,2,0,0,0,0,8,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,4,2,0,0,0,0,0
Eukaryota;Chlorophyta;Pedinophyceae;Marsupiomonadales;Marsupiomonadaceae;Marsupiomonas;Marsupiomonas pelliculata,0,0,0,0,1,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;,0,0,0,0,0,4,0,0,0,1,3,0,8,0,6,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Acidothermales;Acidothermaceae;Acidothermus;Acidothermus cellulolyticus,0,0,0,0,0,4,0,0,0,0,6,0,0,0,2,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,1,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces scabrisporus,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae;Euzebya;Euzebya tangerina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,10,1,1,1,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;NA;Pleurocapsales;Xenococcaceae;Xenococcus;Xenococcus sp. HSC15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas sp. 3X/A02/233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum;,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;delta proteobacterium enrichment culture clone VNABa05,0,0,1,3,0,4,0,1,0,0,2,0,4,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,0,0,2,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera;Rheinheimera aquimaris,0,0,0,0,2,0,0,2,1,2,0,1,0,0,0,3,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,1,6,0,0,0,7,0,0,0,0,1,0,0,1,0,0
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;NA;NA;Acholeplasmatales bacterium canine oral taxon 316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Limisphaera;Limisphaera ngatamarikiensis,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,1,2,0,0,1,3,1,0,0,2,0,2,0,0,0,4,1,2,0,1,3,1,1,0,0,0,1,1,0,0,3,0,0
Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Natronolimnobius;,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanothermobacter;Methanothermobacter sp. enrichment culture clone L55A_12,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Jiangellales;Jiangellaceae;NA;,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;NA;,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,3,1,0,13,2,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;,0,0,2,0,1,1,2,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Sunxiuqinia;,0,0,8,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola;Echinicola rosea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pelagibacterium;Pelagibacterium sp.,2,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,7,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus;Defluviicoccus vanus,0,0,0,0,1,0,0,0,1,3,0,2,0,0,0,0,5,3,0,0,0,1,7,0,1,0,0,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter;,0,0,0,0,2,7,0,3,0,1,0,1,4,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,5,0,1,0,4,0,0,0,2,1,0,0,0,0,0
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus sp. VeSm13,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,2,2,1,1,2,8,0,1,0,0,0,0,0,4,2,0,0,1,0,2,0,0,2,0,0,0,0,2,1,0,0
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halalkalicoccus;Halalkalicoccus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;;NA;actinobacterium enrichment culture,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,4,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,6,0,0,6,0,0,1,0,0,0,6,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,2,0,0,20,1,0,0,0
Bacteria;Cyanobacteria;NA;Chroococcales;Microcystaceae;Microcystis;,0,0,0,0,2,0,0,0,1,8,0,2,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Cyanobacteria;NA;Oscillatoriales;Oscillatoriaceae;Oscillatoria;Oscillatoria sp. MMG-14,0,0,1,2,0,0,2,3,0,0,3,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,1,2,0,0,3,3,4,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;,0,0,0,0,2,0,2,1,0,3,0,1,1,0,0,1,2,0,0,0,0,0,3,2,0,0,0,0,0,0,4,0,3,0,4,1,1,0,0,1,0,1,2,0,0,3,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;NA;Nitrosomonadaceae bacterium enrichment culture clone b185,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;bacterium Ellin517,0,1,0,1,0,0,0,3,0,0,2,0,1,0,0,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,4,1,0,0,1,2,10,0,0,1,2,0,0,1,0,0,0,0
Archaea;Thaumarchaeota;Nitrososphaeria;NA;;NA;,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;Cytophagaceae MN03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. ID0634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,1,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA;beta proteobacterium Schreyahn_AOB_SSU_Salic_1,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;,0,0,0,1,1,0,0,0,0,0,0,1,0,0,8,0,0,1,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;,0,1,0,9,1,1,1,1,2,1,2,4,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,4,0,1,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;NA;,0,1,1,0,3,0,2,0,2,0,0,3,0,0,0,1,4,0,0,2,3,1,3,0,0,0,2,0,0,0,0,3,1,1,0,0,1,0,0,1,0,1,0,0,3,0,0,0
Bacteria;Verrucomicrobia;Opitutae;NA;;NA;,6,1,0,1,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,11,0,0,1,1,1,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0
Archaea;Thaumarchaeota;NA;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Emticicia;,0,0,0,0,3,1,1,0,1,0,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,2,3,0,0,0,0
Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;Dehalococcoides sp. BHI80-15,0,0,0,4,0,3,0,0,0,0,2,0,4,0,0,1,0,0,0,0,1,1,0,6,6,0,1,0,0,0,0,0,2,0,2,1,0,3,0,0,0,1,0,0,1,1,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Fimbriiglobus;Fimbriiglobus ruber,0,1,0,1,1,1,0,3,2,1,0,3,0,0,0,0,3,1,1,0,2,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,1,2,0,4,1,0,2,2,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete A-2,0,0,2,0,1,1,2,0,0,0,2,0,1,0,1,2,0,0,0,0,1,1,0,7,1,0,0,0,0,0,1,0,6,1,0,4,0,2,0,0,0,1,1,0,1,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;Parvularcula sp. P33,0,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;,15,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,9,0,0,1,0,0,0,1,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter sp. enrichment culture clone GBS2,0,1,0,1,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,3,6,0,1,0,0,2,0,0,0,8,4,0,1,1,0,0
Bacteria;Verrucomicrobia;Spartobacteria;NA;NA;NA;unidentified eubacterium LD29,0,0,0,2,0,0,0,1,1,2,0,1,2,0,0,0,2,2,1,0,2,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,5,3,0,0,2,1,3,1,2,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;,0,1,0,0,0,0,0,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavosolibacter sp. HU1-JC5,0,0,0,0,16,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Sporocytophaga;Sporocytophaga sp. 4v,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,8,0,0,0,1,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,13,0,0,0,6,0,0,0,0
Bacteria;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;Kiritimatiella;Kiritimatiella sp.,0,0,0,3,2,4,2,2,0,0,2,0,1,0,1,2,0,0,0,1,6,2,1,1,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,1,0,1,0,1,1,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,14,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfosoma;Desulfosoma profundi,0,0,3,2,1,2,12,0,0,1,2,0,0,0,0,1,1,0,0,3,0,2,1,1,0,0,3,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,12,0,0,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Rhopalodiales;Rhopalodiaceae;Rhopalodia;Rhopalodia gibba,0,0,0,0,7,0,0,1,4,0,0,8,0,0,0,0,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Natronococcus;Natronococcus sp. AK94,20,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Frankiales;NA;NA;Frankiales bacterium,0,0,0,2,0,2,0,0,0,0,4,0,2,0,4,3,0,0,0,0,6,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,5,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;Flavobacteriaceae bacterium KHS1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;NA;;NA;,4,1,0,3,1,0,1,15,0,0,0,0,0,0,0,4,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;;,0,0,0,1,0,4,0,1,3,0,0,0,0,0,0,1,1,0,0,0,3,2,1,0,0,0,2,0,0,0,0,1,0,4,0,1,5,0,0,0,9,0,2,1,0,0,0,0
Bacteria;Chlamydiae;Chlamydiia;NA;;NA;,0,2,0,1,0,1,5,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,15,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;Anaerolinea thermophila,0,0,0,6,1,3,0,1,0,0,1,0,4,0,2,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,4,0,6,1,1,0,0,0,0,2,1,0,0,1,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter;Roseobacter sp.,0,0,0,0,7,0,0,0,6,7,0,9,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Candidatus Electronema;Candidatus Electronema nielsenii,0,0,0,6,0,0,0,1,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,3,2,0,0,2,1,9,0,2,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,37,0,0,0,0
Eukaryota;NA;Eustigmatophyceae;Eustigmatales;Eustigmataceae;NA;,0,0,0,0,11,0,0,0,4,4,0,16,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales;Bryobacteraceae;Paludibaculum;Paludibaculum sp.,0,8,0,0,0,2,0,3,0,1,2,0,1,0,1,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,2,2,0,0,2,1,5,0,0,0,1,2,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia;,5,1,0,0,0,0,0,0,2,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga xylanolytica,0,0,0,2,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,0,2,0,0,0,0,0,0,3,0,0,0
Bacteria;Candidatus Tectomicrobia;NA;NA;NA;Candidatus Entotheonella;Candidatus Entotheonella palauensis,0,22,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,0,1,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;,0,0,9,0,1,0,5,1,0,1,0,0,0,0,0,2,0,0,0,12,0,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;Tepidisphaera mucosa,0,0,1,0,0,1,1,1,1,0,1,3,0,0,0,3,1,0,0,0,0,1,2,2,0,0,1,0,0,4,0,0,1,1,0,0,7,2,0,1,2,0,2,1,0,3,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;Planctomycete enrichment culture clone Lt-C7,0,4,0,2,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,4,0,1,0,15,0,1,1,1,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium;,0,0,0,4,1,1,0,1,0,1,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,8,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia;Dongia mobilis,0,0,0,3,2,0,1,0,0,2,0,0,0,0,0,1,1,6,0,1,0,10,5,3,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;,0,0,0,8,10,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,15,0,0,1,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;NA;,0,1,2,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,6,1,0,1,0,0,2,0,0,2,1,1,0,1,0,0,6,0,0,7,0,0,0,1,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfotalea;,0,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,1,6,0,9,0,4,4,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;;Pseudohongiella;,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;NA;Oceanospirillaceae bacterium 1D10,0,0,12,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Bacillariophyta;Fragilariophyceae;Licmophorales;Ulnariaceae;Ulnaria;Ulnaria acus,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,9,0,0,0,1,0,2,0,1,0,0,2,0,0,0,2,0,1,0,0,6,0,0,0,0,0,1,5,0,0,5,0,0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora sp. I12A-02659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
